,STDR_DE_ID,ADSTRD_CODE_SE,TOT_LVPOP_CO,MALE_F0T9_LVPOP_CO,MALE_F10T14_LVPOP_CO,MALE_F15T19_LVPOP_CO,MALE_F20T24_LVPOP_CO,MALE_F25T29_LVPOP_CO,MALE_F30T34_LVPOP_CO,MALE_F35T39_LVPOP_CO,MALE_F40T44_LVPOP_CO,MALE_F45T49_LVPOP_CO,MALE_F50T54_LVPOP_CO,MALE_F55T59_LVPOP_CO,MALE_F60T64_LVPOP_CO,MALE_F65T69_LVPOP_CO,MALE_F70T74_LVPOP_CO,FEMALE_F0T9_LVPOP_CO,FEMALE_F10T14_LVPOP_CO,FEMALE_F15T19_LVPOP_CO,FEMALE_F20T24_LVPOP_CO,FEMALE_F25T29_LVPOP_CO,FEMALE_F30T34_LVPOP_CO,FEMALE_F35T39_LVPOP_CO,FEMALE_F40T44_LVPOP_CO,FEMALE_F45T49_LVPOP_CO,FEMALE_F50T54_LVPOP_CO,FEMALE_F55T59_LVPOP_CO,FEMALE_F60T64_LVPOP_CO,FEMALE_F65T69_LVPOP_CO,FEMALE_F70T74_LVPOP_CO
10,2018-02-25,280320.0,16962447.1875,429793.77731,270560.10646,512603.33009000006,568102.8535300001,734310.0585699999,752545.9902199999,793251.3632899999,711440.0761899999,779586.05273,591527.8085800001,505110.1054500001,445701.17579000007,345208.87012,688678.90627,444073.93556000007,271901.7871,472529.31052999996,678022.8886500001,825485.6366999999,786331.0996400003,778216.9101499998,703487.41796,732687.11914,558844.7030999999,569791.26565,556141.15235,440604.92187,1015908.67189
11,2018-02-26,280320.0,20947679.625,427867.82422000007,278021.51074,506184.24804999994,604217.4375,953772.54885,1074321.09374,1202340.4042900002,1069785.1679699998,1024116.8496,727393.5898200002,612636.4238400001,516129.9511900001,399020.0244200001,761837.24608,441948.53127000004,278443.3457,480648.56643,864961.0624999999,1264376.65626,1125284.85938,1034547.8476699999,858274.3320299998,838296.7656100001,638753.15622,673663.53517,652804.3300700001,509256.7109300001,1128775.71876
12,2018-02-27,280320.0,21303448.0625,433522.42381999997,281821.39356,507218.6796899999,616568.1289,971363.4140700002,1099257.2245800002,1230907.56837,1090245.88087,1032455.5859400001,739464.8300800001,623996.19727,523568.90234,401374.42091000004,770137.54881,444805.1328000001,280268.26272,481264.25489000004,886393.4179599999,1303458.16798,1155050.3164400002,1057677.6132699999,881812.12891,852494.8984499999,646026.3496099999,678874.65041,661957.08592,514368.3261600001,1137095.08593
13,2018-02-28,280320.0,21327015.0625,436792.45314999996,283214.5370799999,498224.7851300001,611048.3242099999,982391.3281200003,1109739.0547200001,1233415.8241900003,1093751.41408,1039592.3906300002,742390.46874,620381.08592,522183.5995800001,399944.21582000004,761997.74804,445869.50587,280896.33202000003,476779.1865099999,884912.89844,1309593.96287,1158681.98632,1055020.4980600001,886005.71679,852143.9257899998,647142.50193,679130.9492400001,659595.63281,511785.19924,1144389.4336
14,2018-03-01,280320.0,17183365.125,424129.74807999993,272355.78417,479752.49022000004,553182.0722600002,737416.6386900002,770684.91993,823337.59376,746528.4863299999,809938.0058600002,604566.8163899998,514770.9004,448187.84375,346014.28029,682810.53126,437013.20506000007,270512.3301,458771.78321,690696.4374899998,850206.0156099999,803599.9257700001,793043.60936,716388.60354,748024.64064,567327.4941199999,589773.97264,570120.04101,446243.80077000003,1027966.9961199999
15,2018-03-02,280320.0,20182184.0625,442868.7636699999,284411.81248,500820.94339000003,573835.8749899999,906413.0078199998,997590.09767,1086641.39845,980677.1875099997,979629.55078,705665.42578,599897.0800699999,506856.26953999995,389118.80178000004,750440.48435,448721.10349999997,281760.57909,471183.8613199999,832195.2168000002,1188678.44532,1052388.2109300003,974287.8125000002,834495.0664099999,828917.84959,626367.7441399998,660250.6406299999,641893.2304700001,505260.33982999995,1130917.1914100002
16,2018-03-03,280320.0,17933924.875,450927.2441,290323.0332,530806.8515600001,577258.75,777389.33204,793739.95121,837110.35741,758642.4433700001,828170.7617199998,625078.4765600001,545166.57033,471997.25002,364650.11815,702344.4296900001,463715.42577999993,289218.4638599999,517668.31447999994,744648.84571,904934.4375100002,841225.8730300001,823215.35937,750002.2089900001,776365.6347699999,586830.7636500001,604902.3242200001,583228.3867299999,451469.38476999995,1042893.6445299999
17,2018-03-04,280320.0,16658974.0625,439026.80665,279795.51856999996,499925.19336000003,541843.94922,695792.10741,717777.78712,769720.8613200003,698422.70508,770182.7715000001,581286.5078199999,491333.99412999995,437369.90822999994,339919.77247,683647.00196,456148.12697999994,281475.61718000006,478688.92970999994,654055.7206999998,779409.9218700001,755296.8203100001,764977.52538,700148.9082,730743.0195399999,546033.9335800001,558279.36525,551460.6914,437696.0839900001,1018514.2187700002
18,2018-03-05,280320.0,20654804.375,449252.81836,290297.03904999996,475444.58204,529467.64257,925399.50196,1065450.17578,1203557.2714899997,1069332.9570399998,1022983.9511699999,723103.46484,607848.18552,507833.85157000006,394795.40236,758444.9121299998,443134.00979000004,280844.4199200001,435348.43751,799539.5312399999,1244675.88282,1111243.6835999999,1023861.75585,860822.5,835502.6093700002,628272.9824199999,664117.8164199999,652689.33986,511746.3496000001,1139793.3125300002
19,2018-03-06,280320.0,21002016.8125,452323.3965000001,290812.00976,478966.33397000015,535594.60936,944477.63088,1084262.24999,1221171.10743,1086273.3515700002,1036063.14844,731551.1328400001,619984.4101399999,523000.81051999994,397890.30273000005,759838.30664,453134.84179000003,285990.21288,440089.3378899999,814468.6288899998,1269915.8027399995,1140318.58401,1053905.63476,878063.5370900001,848945.8711099997,641454.68748,675058.8711,662479.8847500001,517549.99999000004,1158432.1211
20,2018-03-07,280320.0,21010439.5,445869.30469999986,285959.74805000005,478345.01758000004,537135.30469,945176.2929700002,1090073.85548,1228287.8027400002,1088974.96875,1027981.75976,724303.3945099999,613096.6699199998,515125.7929800001,399076.54982,759196.5488300001,449646.01368,283221.14551,440391.83402,818320.7167999999,1288756.61523,1153549.77342,1061149.70896,879271.60155,854328.0058500001,639676.74806,676637.0038799999,660296.4296799998,516004.89846,1150585.9531299998
21,2018-03-08,280320.0,21043448.5,443993.9120999999,285961.15624,480869.97851,540574.0820299999,944650.8027299999,1090532.625,1226301.5215200002,1085878.32421,1034509.4414099999,722434.4335700002,615063.1523399999,517928.03713000007,396109.05469,758934.0722800001,448196.75195,284439.7373,441553.6582099999,825667.0625000001,1293211.6171699998,1153776.48829,1064456.59182,884922.8457099999,851313.14063,644275.4316499999,674737.3398499999,665464.8964999999,515582.75,1152109.6054699998
22,2018-03-09,280320.0,21237301.75,442494.01758,285840.87399999995,505977.32422000007,578476.46877,963321.3086000002,1093788.4355499998,1219936.35157,1080939.70506,1032464.24413,725740.04297,625045.01952,519649.46679,398026.75879,762060.2324000001,445772.80273999996,283001.99317000003,468079.41797999997,869988.9629099999,1305839.5781000005,1158094.87304,1063618.15234,887105.70704,859264.0488699998,647940.03711,682168.07225,660944.29102,515153.6835900001,1156569.79687
23,2018-03-10,280320.0,18466946.0,451754.3144599999,291109.74902000005,542025.9101800001,597683.93358,807747.45507,843547.4609399999,874480.36327,777573.2402599999,830060.27148,625710.8086000001,559728.09764,479243.50589000003,365071.12500000006,709840.7167900002,471978.10353000014,294166.62985,534668.0546500001,771738.90624,979015.2832099999,903843.42774,862364.8730600001,766104.42579,791411.0488099998,600317.18947,627667.4414,590845.1816299999,455056.47657,1062192.17187
24,2018-03-11,280320.0,17020132.0625,445242.47653,284742.46287999995,515051.91599999997,551902.4472599999,721451.23046,748779.1855299999,785401.71682,704461.86717,772660.8945399999,583289.05859,501456.4941000001,438368.79689999996,338919.29589000007,683274.5624700001,459859.6972600001,284549.7373,498004.28516,677967.0820399998,831775.2226399999,799534.40039,785665.5917999999,714972.7461100002,746104.37891,552005.72656,567980.34767,553110.2519599999,438619.3867100001,1034980.79685
25,2018-03-12,280320.0,20668105.4375,442053.23826,286461.71581,487682.77148999996,523411.62696,917889.42187,1065001.68556,1202311.1757799997,1067529.46288,1024980.3574300001,727230.0312300001,611810.0390799999,511000.86716,393552.1581800001,755063.5917900002,444445.44141999993,282238.82423,442015.9335899999,794552.8222699999,1237119.19923,1113648.93751,1031648.59572,867974.2011899999,839375.5292999999,626021.58008,664469.4491999999,649265.0175800001,509405.93748,1149946.0
26,2018-03-13,280320.0,20934461.125,441839.42773000005,285734.22070999997,486506.91212,530004.81445,930743.8886700002,1086651.98827,1224707.96485,1083519.58005,1031245.07422,727187.3496,614504.0234300001,519288.90625,397134.44824999996,759075.9121000001,445190.45898999996,281687.4267700001,447355.74804,806679.30469,1272293.1132600002,1141793.61916,1056074.87696,880527.61523,850588.4668100001,635564.2871199999,671072.5117200001,660110.0253800001,515361.88670000015,1152017.28124
27,2018-03-14,280320.0,20929726.1875,445979.81444000005,286538.15527,486575.25781999994,536726.12698,936717.6308599998,1092751.4179899998,1215327.3281100001,1081224.83789,1022300.3710900001,728613.4512099999,615551.05857,517828.75977,397384.53515,754723.3906400001,451246.13670999993,284345.52146,447809.34964,812240.7714600002,1281493.79297,1144424.14062,1049878.91601,871119.34374,848382.2226599999,635829.4374999999,672767.9121000001,655872.01366,511839.53709,1144235.0468800003
28,2018-03-15,280320.0,20991772.5,443572.58398,286468.17773,490711.8887,538667.78126,942987.1796899998,1093294.25977,1230023.13475,1093036.6894499997,1030949.0820299999,727541.4453100001,609487.08594,517852.04880999995,398048.45703999995,762932.61523,449634.82813999994,284469.75391,448223.9140800001,812297.00584,1280224.00782,1142626.6054800001,1056835.43359,875484.0742400001,850454.47852,635755.5136699999,672371.0078100001,660972.04883,511653.69727999996,1145197.84377
29,2018-03-16,280320.0,21190951.8125,441717.79686999996,284715.85646,513350.91604,575549.4589699999,961626.2831899999,1099065.49024,1223914.5683499998,1083538.71483,1038903.9336100003,742298.8535000001,624031.7109399999,525641.85545,398421.24711000005,752122.6249899999,446341.81445999997,282561.67575999995,478604.27343000006,860214.00196,1288558.1347499997,1143571.7226600002,1056547.04685,880673.80664,851106.9492399999,640357.16407,670479.09962,657372.78907,515931.69531,1153732.32421
30,2018-03-17,280320.0,18265859.75,444112.61328999995,285850.36721,549937.90819,587240.5058700001,794695.1894500002,831596.9472299999,871667.3652499998,784964.1386599998,835153.34183,629350.63867,553353.92188,480139.8418,365969.81446,710502.8281199998,466696.291,292321.77346,535694.11134,752302.8437200001,937858.52931,868485.42578,842827.5332,762188.8398299998,785928.39258,589990.69529,611165.56834,590042.09962,456045.29882,1049776.875
31,2018-03-18,280320.0,16841863.125,439345.7754000001,278759.31834999996,514036.7460899999,547295.9375100002,708216.93752,743671.2578199999,780207.14064,710859.90625,780973.1640600001,588193.17579,505891.3300900001,437601.28515999997,341595.7499900001,678057.53517,452623.70507,277986.60741,490577.73242,657719.95312,801006.0800700001,762723.9120799998,773699.7031400001,712013.5527400001,737251.6719000002,549919.168,559693.91211,549237.72072,434486.6347500001,1028217.38282
32,2018-03-19,280320.0,20571624.875,443528.21092000004,285451.18556,488942.69921999995,525078.39652,913700.44333,1060448.62888,1191568.0586100002,1067321.51953,1015902.3925600002,717965.23828,604282.6796800002,507730.57031999994,393109.33006,758883.5039,445992.67383,281869.40041,445091.3515599999,787777.6094000001,1227530.0038899998,1099523.13084,1031961.7499900002,859780.0468700001,831674.34569,625327.68357,657490.5351699998,651122.61135,511010.8750200001,1141559.99999
33,2018-03-20,280320.0,20904014.1875,442567.3457,285894.20508,487751.89061,530294.3008199999,929791.81835,1081416.78516,1225470.5273499999,1089484.0547000002,1025558.4589599998,727779.2422,612032.5800800001,518611.23241,398351.76854,755873.4590100002,448794.50587000005,283104.30078000005,449708.74609,809555.7109599999,1265653.85547,1131675.20117,1057895.02345,876448.9843700001,846341.4394599998,638449.82228,667765.0957099999,658134.1875000001,516607.61326,1143001.8789199998
34,2018-03-21,280320.0,20900949.0625,442225.71679,285091.11523,486861.51365000004,531158.3261400001,935713.0234300003,1084653.1073999999,1222062.0097500002,1082369.02736,1026484.24218,723795.3750100001,619210.48045,523157.40235,399538.41503,758779.06834,449327.7324300002,282673.19336,447755.64453000005,807651.0136800002,1272009.0722299998,1130486.7187500002,1050402.69922,866911.4023400001,843069.8437500002,634269.63281,671351.9257699999,659116.7538999999,516575.14454,1148249.4492199998
35,2018-03-22,280320.0,21033876.5625,440575.49023999996,283969.76952000003,492195.66993,538837.72266,945084.6113499998,1092759.9531100001,1232185.41015,1102666.53907,1032350.0820200001,730141.92187,616481.8027299999,520436.60548,400856.23144,763547.76757,446085.5253900001,281481.15334,452920.26953,818067.30861,1280707.7734299998,1142438.5605400002,1059319.0761499999,880750.97071,850620.9179699998,641140.9960700001,672856.20704,660992.20704,512481.93162999995,1141924.0703
36,2018-03-23,280320.0,21105320.4375,445993.59958000004,286964.08103,514510.0605399999,577763.44336,956423.57224,1083301.63085,1212067.3984500002,1077873.2128999997,1031410.07617,733734.96484,623768.8398499999,524102.0566400001,403148.6318299999,760195.43359,451157.3280999999,284097.99608,477987.27735,857657.4882900001,1274495.9316500002,1132879.91013,1049168.12501,872997.6504000002,844109.9609500001,638809.7539100001,672541.375,660825.0820399999,510103.6542900001,1147231.94531
37,2018-03-24,280320.0,18189593.6875,443788.15622999996,286350.74999,548105.9140600001,589955.97462,787505.2441400002,824018.6933599998,860888.40625,778870.84571,825192.4199099999,625881.5273399999,553113.0351399999,477283.43361,362701.35056999995,704662.7538800001,470612.25974999997,293174.56738,538548.3086,752191.94725,935714.4804600002,853226.5273499999,842955.6015599999,759724.3125000001,781036.7480400001,591402.1210899999,612951.0468700001,589717.80273,453401.88087999995,1046617.5546799998
38,2018-03-25,280320.0,16878479.6875,449399.1308700001,288202.04101999995,518866.37109,544910.0996199999,705708.33593,735643.49806,777592.4765900001,708024.56443,772306.00392,578100.26173,498636.92384000006,441734.44924,341953.85646,681730.00391,468372.67773000005,288133.31252,504631.4023200001,664264.83202,801601.5644499998,763876.5507900001,774060.9082000002,714012.08203,737530.80467,549129.2363300001,566619.0703400001,551424.7656399999,438654.33202000003,1013360.1874999999
39,2018-03-26,280320.0,20667508.625,446218.29882,288312.12015000003,490074.76170000003,534487.6484099999,919877.4238199999,1064919.4062200002,1198655.0175599998,1075782.80665,1022188.13475,722759.2636599999,607549.1972799998,515046.7773099999,392663.52051999996,751111.1386899999,454017.91795999993,286458.58009,450482.41017000005,795327.1093700001,1227354.8789000001,1102571.15624,1036452.36717,865716.0078199999,840177.7832,627936.94334,663372.5917800001,649300.5195299999,509992.3359499999,1128702.5742299997
40,2018-03-27,280320.0,20930100.3125,446517.82616999996,288992.01561000006,493141.77342999994,534608.59376,935601.64258,1090105.41209,1226560.37887,1092006.97267,1035201.63476,729259.2831900001,616033.47656,519066.1445500001,399658.16209999996,749878.47461,437120.15039,272752.66991999996,451435.36913,804432.3964500001,1270165.6835899998,1138579.6406100001,1062322.0703,875432.6445000003,846155.7519700001,633846.7070500001,673154.4492200002,655561.9179600001,511767.4589900001,1140741.6249900002
41,2018-03-28,280320.0,20967295.75,449138.51563000004,289586.24411999993,500885.82813999994,537527.02734,945339.1230400001,1091631.39456,1234606.2207099998,1099758.83006,1033879.0957200001,733808.4960700001,615647.09962,518369.28907999996,395614.09474,749540.57615,427134.63083999994,263306.97364,453839.95408999996,814774.03908,1277125.59373,1148006.9590099999,1057476.0918,876126.3046999996,848098.7773499999,634442.61722,671771.60937,653461.4882800003,513292.6152200001,1133106.2421900001
42,2018-03-29,280320.0,21068330.6875,448809.15429999994,289759.458,497979.73439000006,544203.63086,952766.3261500001,1104370.70311,1242239.56446,1101998.90624,1037751.16017,736023.78126,623285.15626,524208.57811999996,399363.59081,756781.63477,434817.98243999993,270178.20995,453566.8339900001,820193.65431,1283092.75975,1147230.65041,1069425.11329,882120.3203,848074.8496100002,635028.45701,671455.5234100001,656291.4765900002,515675.74218999996,1121637.75
43,2018-03-30,280320.0,21166584.8125,438410.03907000006,284307.20119,515690.22462999995,587397.57224,969732.2070299999,1098329.0820400002,1228672.90819,1087586.24611,1032443.0898499999,739675.4628699999,625000.34765,519910.32424999995,402973.57715,747729.1093500002,443467.46874,280452.32519000006,474838.75587,857626.6484499999,1286828.3984400004,1144552.72071,1059017.57813,877449.3007600001,846230.7753800001,636377.9902499999,674237.92775,660528.6015600001,514680.3203,1132438.80076
44,2018-03-31,280320.0,17946839.5625,433993.8339699999,281957.94629,539870.82032,584859.1875100001,779147.22852,812734.9960899998,855269.0839699998,765487.8750099998,817940.4179700002,614946.13868,540077.98439,467571.35744000005,362735.89845,700346.0703,460249.28124999994,288243.17871999997,520163.91795000003,740190.6796699999,918836.8671900001,853641.74219,838258.1933799998,745374.22266,769682.9726499999,580063.96682,606302.50001,584158.45702,449927.63672,1034807.1054799998
